UserID,SubscriptionTier,TotalViewingHoursLastMonth,TopGenre,BingeWatchingSessionsLastMonth,NumberOfUniqueTitlesWatchedLastMonth,AverageSessionDurationMinutes,CustomerServiceInteractionsLastYear,MonthlyCost,Churned
USER_00402,Premium,63.1,Drama,8,24,87.3,3,17.99,0
USER_00403,Standard,49.1,Romance,4,19,40.4,3,12.99,0
USER_00404,Standard,115.5,Drama,11,40,74.9,2,12.99,0
USER_00405,Basic,91.6,Drama,7,22,47.2,2,7.99,0
USER_00406,Premium,28.4,Drama,2,16,36.0,4,17.99,0
USER_00407,Basic,0.8,Romance,2,3,12.7,5,7.99,0
USER_00408,Basic,118.9,Horror,10,32,67.7,3,7.99,1
USER_00409,Premium,69.3,Drama,7,17,45.8,3,17.99,1
USER_00410,Basic,45.8,Comedy,5,11,49.9,3,7.99,0
USER_00411,Basic,53.5,Drama,5,15,58.1,3,7.99,1
USER_00412,Premium,52.0,Documentary,5,22,50.3,3,17.99,0
USER_00413,Premium,68.7,Comedy,6,27,32.4,2,17.99,1
USER_00414,Standard,36.5,Horror,7,22,72.2,3,12.99,1
USER_00415,Standard,158.1,Drama,14,33,94.8,0,12.99,0
USER_00416,Standard,100.5,Comedy,7,23,50.3,3,12.99,0
USER_00417,Basic,79.0,Action,5,22,53.2,4,7.99,1
USER_00418,Basic,50.4,Comedy,8,21,52.4,3,7.99,1
USER_00419,Standard,74.3,Romance,7,13,49.2,2,12.99,1
USER_00420,Standard,70.3,Comedy,7,16,54.2,2,12.99,0
USER_00421,Standard,107.8,Comedy,8,28,61.3,2,12.99,1
USER_00422,Standard,78.2,Drama,7,23,47.0,6,12.99,0
USER_00423,Basic,99.1,Comedy,11,20,66.5,2,7.99,0
USER_00424,Standard,67.6,Action,5,19,35.7,3,12.99,1
USER_00425,Basic,107.4,Drama,9,29,69.8,2,7.99,0
USER_00426,Standard,134.8,Drama,12,36,80.7,1,12.99,1
USER_00427,Standard,68.4,Documentary,5,21,50.7,3,12.99,0
USER_00428,Premium,56.5,Drama,4,17,46.7,3,17.99,0
USER_00429,Basic,122.6,Drama,13,30,82.6,2,7.99,0
USER_00430,Basic,80.8,Thriller,4,8,41.1,4,7.99,1
USER_00431,Basic,79.6,Drama,8,19,62.2,2,7.99,1
USER_00432,Standard,40.7,Comedy,4,21,29.7,3,12.99,0
USER_00433,Standard,79.1,Comedy,4,24,36.6,3,12.99,1
USER_00434,Basic,125.7,Drama,11,36,66.5,1,7.99,0
USER_00435,Basic,105.7,SciFi,12,34,85.4,3,7.99,0
USER_00436,Standard,79.9,Comedy,7,27,70.5,4,12.99,0
USER_00437,Basic,67.4,SciFi,6,16,53.1,4,7.99,1
USER_00438,Standard,103.8,Action,9,27,77.0,2,12.99,0
USER_00439,Standard,62.8,Drama,5,26,37.8,3,12.99,0
USER_00440,Basic,80.8,Horror,7,17,58.8,2,7.99,0
USER_00441,Basic,65.7,Comedy,3,21,34.9,3,7.99,1
USER_00442,Premium,68.8,Documentary,8,14,51.2,4,17.99,1
USER_00443,Basic,83.8,Comedy,8,30,56.7,2,7.99,1
USER_00444,Basic,89.6,SciFi,7,15,51.1,2,7.99,0
USER_00445,Standard,64.5,Action,7,26,62.8,2,12.99,1
USER_00446,Premium,77.4,Romance,6,17,61.5,2,17.99,0
USER_00447,Premium,123.2,Comedy,9,20,59.2,2,17.99,1
USER_00448,Standard,55.7,Romance,5,19,45.5,3,12.99,0
USER_00449,Basic,7.5,Drama,1,12,14.9,4,7.99,0
USER_00450,Basic,56.0,SciFi,6,15,24.8,4,7.99,0
USER_00451,Standard,27.0,Comedy,5,6,39.8,3,12.99,1
USER_00452,Standard,89.4,Romance,11,28,74.7,1,12.99,1
USER_00453,Standard,117.4,Action,13,34,82.8,1,12.99,1
USER_00454,Premium,123.4,Comedy,13,43,72.2,1,17.99,0
USER_00455,Basic,68.4,Drama,5,25,47.5,3,7.99,0
USER_00456,Standard,67.0,Action,4,16,21.0,4,12.99,0
USER_00457,Basic,59.0,Comedy,7,30,67.1,2,7.99,0
USER_00458,Standard,99.3,Romance,6,23,44.6,2,12.99,0
USER_00459,Basic,83.2,Thriller,9,20,67.5,4,7.99,0
USER_00460,Basic,118.8,Drama,9,21,79.3,1,7.99,0
USER_00461,Basic,46.0,Romance,5,15,35.5,3,7.99,0
USER_00462,Standard,95.4,Drama,9,22,47.4,4,12.99,1
USER_00463,Standard,32.3,Comedy,4,20,44.1,4,12.99,1
USER_00464,Standard,85.6,SciFi,8,23,44.8,2,12.99,0
USER_00465,Premium,150.6,Documentary,14,35,94.6,1,17.99,0
USER_00466,Basic,55.3,Thriller,4,15,34.9,4,7.99,0
USER_00467,Basic,78.8,Comedy,10,31,48.3,2,7.99,0
USER_00468,Premium,62.1,SciFi,9,30,32.7,4,17.99,1
USER_00469,Basic,106.6,Action,9,32,69.0,2,7.99,0
USER_00470,Premium,97.7,Action,11,35,68.7,2,17.99,0
USER_00471,Basic,48.7,Action,3,13,31.4,5,7.99,1
USER_00472,Premium,84.2,Thriller,10,32,77.5,1,17.99,0
USER_00473,Basic,42.2,Horror,2,16,42.1,4,7.99,0
USER_00474,Premium,30.4,Horror,5,8,38.0,4,17.99,0
USER_00475,Standard,84.9,Drama,6,21,52.1,2,12.99,1
USER_00476,Premium,137.8,Comedy,12,32,88.2,1,17.99,0
USER_00477,Basic,72.3,Comedy,10,26,45.2,2,7.99,0
USER_00478,Standard,60.3,Comedy,6,22,44.4,3,12.99,1
USER_00479,Premium,39.7,Drama,4,8,39.3,4,17.99,0
USER_00480,Standard,87.0,Horror,10,15,72.2,5,12.99,0
USER_00481,Standard,59.6,Drama,7,20,35.2,2,12.99,0
USER_00482,Standard,50.2,Action,7,28,49.5,3,12.99,1
USER_00483,Standard,93.8,Action,7,28,53.1,3,12.99,0
USER_00484,Standard,85.3,Action,9,33,73.7,1,12.99,0
USER_00485,Standard,74.3,Drama,8,20,58.4,4,12.99,1
USER_00486,Premium,127.7,Romance,12,31,99.8,0,17.99,0
USER_00487,Basic,56.9,Documentary,4,17,34.6,3,7.99,0
USER_00488,Basic,21.3,Horror,2,5,23.5,4,7.99,1
USER_00489,Premium,116.8,Drama,11,45,91.1,1,17.99,1
USER_00490,Premium,59.4,Drama,3,18,43.5,3,17.99,0
USER_00491,Standard,84.3,Action,7,20,69.6,3,12.99,1
USER_00492,Standard,127.2,Romance,12,31,82.9,1,12.99,1
USER_00493,Basic,32.0,Horror,2,8,16.4,5,7.99,1
USER_00494,Basic,63.1,Comedy,8,24,47.3,3,7.99,0
USER_00495,Standard,43.9,Drama,3,16,16.5,4,12.99,0
USER_00496,Basic,79.6,Drama,6,22,58.8,2,7.99,1
USER_00497,Standard,5.4,Documentary,2,4,37.6,5,12.99,1
USER_00498,Basic,30.0,Romance,5,20,51.1,5,7.99,1
USER_00499,Premium,60.1,Documentary,5,18,55.5,3,17.99,0
USER_00500,Premium,36.2,Drama,2,16,46.7,4,17.99,0
